,Unnamed: 0,release_year
318,318,2021
319,319,2005
320,320,2021
321,321,2013
322,322,2008
323,323,2012
324,324,2020
325,325,1992
326,326,1993
327,327,2007
328,328,2016
329,329,2002
330,330,2009
331,331,2020
332,332,1999
333,333,1986
334,334,2019
335,335,2006
336,336,2010
337,337,2007
338,338,2014
339,339,2021
340,340,2010
341,341,1999
342,342,1995
343,343,1991
344,344,1994
345,345,2015
346,346,2008
347,347,2009
348,348,2019
349,349,2003
350,350,2000
351,351,2004
352,352,2016
353,353,2013
354,354,1991
355,355,2011
356,356,2010
357,357,2004
358,358,1995
359,359,2000
360,360,2010
361,361,2021
362,362,2018
363,363,2021
364,364,2021
365,365,2014
366,366,2021
367,367,2020
368,368,2009
369,369,2021
370,370,2021
371,371,2009
372,372,2021
373,373,2021
374,374,2013
375,375,2021
376,376,2021
377,377,2021
378,378,2019
379,379,2021
380,380,2021
381,381,2021
382,382,2021
383,383,2012
384,384,2021
385,385,2021
386,386,2021
387,387,2021
388,388,2021
389,389,2019
390,390,2019
391,391,2020
392,392,2012
393,393,2021
394,394,2021
395,395,2021
396,396,2021
397,397,2021
398,398,2021
399,399,2021
400,400,2021
401,401,2021
402,402,2021
403,403,2021
404,404,2021
405,405,2015
406,406,2013
407,407,2009
408,408,2011
409,409,2010
410,410,2013
411,411,2013
412,412,2013
413,413,2013
414,414,2012
415,415,2009
416,416,2013
417,417,2015
418,418,2019
419,419,2010
420,420,2012
421,421,2014
422,422,2011
423,423,2011
424,424,2012
425,425,2019
426,426,2021
427,427,2019
428,428,2021
429,429,2020
430,430,2021
431,431,2021
432,432,2021
433,433,2020
434,434,2020
435,435,2019
436,436,2021
437,437,2021
438,438,2020
439,439,2021
440,440,2021
441,441,2021
442,442,2021
443,443,1999
444,444,2021
445,445,2017
446,446,2017
447,447,2011
448,448,2012
449,449,2010
450,450,2009
451,451,2008
452,452,2021
453,453,2021
454,454,1983
455,455,2021
456,456,2019
457,457,2021
458,458,2021
459,459,2021
460,460,2007
461,461,2019
462,462,2019
463,463,2021
464,464,2021
465,465,2021
466,466,2021
467,467,2021
468,468,2021
469,469,2019
470,470,2021
471,471,2021
472,472,2021
473,473,2020
474,474,2015
475,475,2019
476,476,2016
477,477,2021
478,478,2021
479,479,2021
480,480,2020
481,481,2021
482,482,2021
483,483,2021
484,484,2021
485,485,2021
486,486,2016
487,487,2021
488,488,2021
489,489,2017
490,490,2021
491,491,2017
492,492,2018
493,493,2021
494,494,2015
495,495,2019
496,496,2014
497,497,2021
498,498,2020
499,499,2021
500,500,2021
501,501,2020
502,502,2010
503,503,2021
504,504,2021
505,505,2020
506,506,2021
507,507,2019
508,508,2019
509,509,2019
510,510,2016
511,511,2017
512,512,2007
513,513,2018
514,514,2019
515,515,2019
516,516,2021
517,517,2017
518,518,2020
519,519,2020
520,520,2021
521,521,2021
522,522,2015
523,523,2019
524,524,2019
525,525,2018
526,526,2019
527,527,2016
528,528,2012
529,529,1976
530,530,2015
531,531,2018
532,532,2019
533,533,2021
534,534,2019
535,535,2015
536,536,2018
537,537,2018
538,538,2021
539,539,2020
540,540,2020
541,541,2018
542,542,1959
543,543,2020
544,544,2021
545,545,2020
546,546,2021
547,547,2021
548,548,2020
549,549,2020
550,550,2021
551,551,2021
552,552,2020
553,553,2019
554,554,2020
555,555,2013
556,556,2021
557,557,2018
558,558,2012
559,559,1997
560,560,2021
561,561,2002
562,562,1997
563,563,1999
564,564,1997
565,565,2020
566,566,2000
567,567,1995
568,568,1993
569,569,2019
570,570,2021
571,571,2021
572,572,2019
573,573,2008
574,574,2011
575,575,2010
576,576,2019
577,577,2021
578,578,2005
579,579,1988
580,580,2021
581,581,1995
582,582,2016
583,583,2011
584,584,2001
585,585,2018
586,586,1992
587,587,2020
588,588,2018
589,589,2019
590,590,2016
591,591,2008
592,592,2010
593,593,2000
594,594,2009
595,595,1999
596,596,2019
597,597,2006
598,598,2010
599,599,2019
600,600,1997
601,601,1984
602,602,1986
603,603,1989
604,604,2003
605,605,1980
606,606,2006
607,607,2008
608,608,2002
609,609,2010
610,610,2003
611,611,2012
612,612,2009
613,613,2020
614,614,1998
615,615,1998
616,616,2019
617,617,2021
618,618,2021
619,619,2020
620,620,2019
621,621,2020
622,622,2019
623,623,2021
624,624,2021
625,625,2021
626,626,2021
627,627,2020
628,628,2021
629,629,2020
630,630,2012
631,631,2021
632,632,2019
633,633,2018
634,634,2019
635,635,2010
636,636,2021
637,637,2021
638,638,2021
639,639,2021
640,640,2021
641,641,2021
642,642,2021
643,643,2021
644,644,2021
645,645,2021
646,646,2021
647,647,2021
648,648,2021
649,649,2019
650,650,2016
651,651,2003
652,652,2004
653,653,2021
654,654,2014
655,655,2016
656,656,2015
657,657,2001
658,658,2021
659,659,2018
660,660,2021
661,661,2018
662,662,2018
663,663,2019
664,664,2020
665,665,2020
666,666,2020
667,667,2015
668,668,2018
669,669,2020
670,670,1981
671,671,1982
672,672,1988
673,673,2019
674,674,2019
675,675,2018
676,676,2019
677,677,2020
678,678,2018
679,679,2018
680,680,2020
681,681,2018
682,682,2021
683,683,2021
684,684,2021
685,685,2021
686,686,2021
687,687,2021
688,688,2020
689,689,1981
690,690,2021
691,691,2021
692,692,2021
693,693,2021
694,694,2019
695,695,2015
696,696,2021
697,697,2021
698,698,2020
699,699,2021
700,700,2021
701,701,2019
702,702,2012
703,703,2021
704,704,2018
705,705,2019
706,706,2021
707,707,2021
708,708,2016
709,709,2020
710,710,2021
711,711,2021
712,712,2020
713,713,2020
714,714,2021
715,715,2021
716,716,1972
717,717,2021
718,718,2013
719,719,2021
720,720,2021
721,721,2020
722,722,2005
723,723,2014
724,724,2021
725,725,2021
726,726,2014
727,727,2020
728,728,2021
729,729,2021
730,730,2021
731,731,2021
732,732,2021
733,733,2016
734,734,2021
735,735,2021
736,736,2021
737,737,2021
738,738,2021
739,739,2021
740,740,2014
741,741,2012
742,742,2021
743,743,2014
744,744,2021
745,745,2019
746,746,2021
747,747,2013
748,748,2021
749,749,2021
750,750,2021
751,751,2018
752,752,2014
753,753,2007
754,754,2018
755,755,2021
756,756,2020
757,757,2021
758,758,2021
759,759,2015
760,760,2015
761,761,2021
762,762,2021
763,763,2021
764,764,2021
765,765,2021
766,766,2021
767,767,2021
768,768,2021
769,769,2020
770,770,2021
771,771,2021
772,772,2021
773,773,2019
774,774,2020
775,775,2012
776,776,2001
777,777,2009
778,778,2013
779,779,2000
780,780,2019
781,781,2021
782,782,1997
783,783,2021
784,784,2011
785,785,2021
786,786,2013
787,787,2003
788,788,2001
789,789,2015
790,790,2015
791,791,2008
792,792,2010
793,793,1997
794,794,2019
795,795,2012
796,796,2011
797,797,2001
798,798,1997
799,799,2004
800,800,2012
801,801,2011
802,802,2009
803,803,2006
804,804,2006
805,805,2021
806,806,2017
807,807,2017
808,808,2014
809,809,2004
810,810,1984
811,811,2021
812,812,2001
813,813,1993
814,814,1981
815,815,2015
816,816,2005
817,817,2015
818,818,1996
819,819,1976
820,820,2021
821,821,2018
822,822,2019
823,823,2019
824,824,2018
825,825,2020
826,826,2021
827,827,2021
828,828,2016
829,829,2021
830,830,2021
831,831,2021
832,832,2021
833,833,2021
834,834,2021
835,835,2021
836,836,2021
837,837,2021
838,838,2021
839,839,2018
840,840,2021
841,841,2021
842,842,2021
843,843,2016
844,844,2021
845,845,2014
846,846,2015
847,847,2021
848,848,2021
849,849,2020
850,850,2021
851,851,2021
852,852,2021
853,853,2021
854,854,2021
855,855,2021
856,856,2020
857,857,2021
858,858,2009
859,859,2011
860,860,2020
861,861,2021
862,862,2021
863,863,2011
864,864,2006
865,865,2014
866,866,2017
867,867,1998
868,868,1997
869,869,2021
870,870,2021
871,871,2021
872,872,2016
873,873,2021
874,874,2021
875,875,2020
876,876,2021
877,877,2021
878,878,2021
879,879,2021
880,880,2021
881,881,2021
882,882,2021
883,883,2021
884,884,2021
885,885,2018
886,886,2020
887,887,2020
888,888,2021
889,889,2021
890,890,2021
891,891,2004
892,892,2018
893,893,2020
894,894,2021
895,895,2021
896,896,2021
897,897,2021
898,898,2020
899,899,2020
900,900,2021
901,901,2019
902,902,2021
903,903,2021
904,904,2017
905,905,2021
906,906,1999
907,907,2020
908,908,2021
909,909,2021
910,910,2021
911,911,2017
912,912,2021
913,913,2020
914,914,2017
915,915,2020
916,916,2013
917,917,2019
918,918,2021
919,919,2021
920,920,2020
921,921,2018
922,922,2018
923,923,2021
924,924,2020
925,925,2010
926,926,2006
927,927,2010
928,928,1989
929,929,2017
930,930,2010
931,931,2005
932,932,2010
933,933,2009
934,934,2018
935,935,2012
936,936,2020
937,937,2017
938,938,2019
939,939,2013
940,940,2014
941,941,2013
942,942,2003
943,943,2008
944,944,2018
945,945,2020
946,946,1994
947,947,2009
948,948,2018
949,949,2011
950,950,2009
951,951,2002
952,952,2000
953,953,2016
954,954,2018
955,955,1992
956,956,2008
957,957,2021
958,958,2019
959,959,2021
960,960,2021
961,961,2021
962,962,2018
963,963,2021
964,964,2021
965,965,2021
966,966,2021
967,967,2021
968,968,2021
969,969,2014
970,970,2011
971,971,2018
972,972,2021
973,973,2020
974,974,2019
975,975,2021
976,976,2017
977,977,2016
978,978,2014
979,979,2013
980,980,2015
981,981,2004
982,982,2015
983,983,2021
984,984,2015
985,985,2015
986,986,2016
987,987,2019
988,988,2021
989,989,2017
990,990,2015
991,991,2020
992,992,2020
993,993,2021
994,994,2020
995,995,2001
996,996,2021
997,997,2021
998,998,2021
999,999,2021
1000,1000,2020
1001,1001,2015
1002,1002,2021
1003,1003,2021
1004,1004,2021
1005,1005,2013
1006,1006,2018
1007,1007,2017
1008,1008,2019
1009,1009,2020
1010,1010,2019
1011,1011,2014
1012,1012,2021
1013,1013,2016
1014,1014,2019
1015,1015,1992
1016,1016,2011
1017,1017,2010
1018,1018,2008
1019,1019,2001
1020,1020,2004
1021,1021,2010
1022,1022,2007
1023,1023,2021
1024,1024,2021
1025,1025,2021
1026,1026,2021
1027,1027,2015
1028,1028,2021
1029,1029,2013
1030,1030,2020
1031,1031,2020
1032,1032,2021
1033,1033,2013
1034,1034,2020
1035,1035,2017
1036,1036,2017
1037,1037,2021
1038,1038,2016
1039,1039,2020
1040,1040,2016
1041,1041,2016
1042,1042,2019
1043,1043,2006
1044,1044,2021
1045,1045,2020
1046,1046,2019
1047,1047,2018
1048,1048,2020
1049,1049,2019
1050,1050,2021
1051,1051,2003
1052,1052,2012
1053,1053,2014
1054,1054,2020
1055,1055,1981
1056,1056,2015
1057,1057,2021
1058,1058,2021
1059,1059,2018
1060,1060,2020
1061,1061,2020
1062,1062,2021
1063,1063,2019
1064,1064,2016
1065,1065,2019
1066,1066,2021
1067,1067,2020
1068,1068,2019
1069,1069,2020
1070,1070,2021
1071,1071,2017
1072,1072,2018
1073,1073,2018
1074,1074,2019
1075,1075,2021
1076,1076,2018
1077,1077,2019
1078,1078,2017
1079,1079,2020
1080,1080,2021
1081,1081,2018
1082,1082,2021
1083,1083,2020
1084,1084,2020
1085,1085,2021
1086,1086,2016
1087,1087,2021
1088,1088,2021
1089,1089,2021
1090,1090,2020
1091,1091,2021
1092,1092,2021
1093,1093,2021
1094,1094,2021
1095,1095,2021
1096,1096,2021
1097,1097,2020
1098,1098,2021
1099,1099,2020
1100,1100,2020
1101,1101,2013
1102,1102,2006
1103,1103,2018
1104,1104,2012
1105,1105,2021
1106,1106,2019
1107,1107,2018
1108,1108,2021
1109,1109,2021
1110,1110,2021
1111,1111,2008
1112,1112,2017
1113,1113,2009
1114,1114,2009
1115,1115,2012
1116,1116,2020
1117,1117,2019
1118,1118,2010
1119,1119,2015
1120,1120,2016
1121,1121,2001
1122,1122,2020
1123,1123,2021
1124,1124,1996
1125,1125,2017
1126,1126,1964
1127,1127,2021
1128,1128,2017
1129,1129,2016
1130,1130,2017
1131,1131,2017
1132,1132,2017
1133,1133,2016
1134,1134,2017
1135,1135,2010
1136,1136,2021
1137,1137,2019
1138,1138,2002
1139,1139,2009
1140,1140,1999
1141,1141,2016
1142,1142,2017
1143,1143,2021
1144,1144,2008
1145,1145,2018
1146,1146,2021
1147,1147,2020
1148,1148,2015
1149,1149,2005
1150,1150,2021
1151,1151,2021
1152,1152,2020
1153,1153,2013
1154,1154,2012
1155,1155,2021
1156,1156,2021
1157,1157,2021
1158,1158,2013
1159,1159,2018
1160,1160,1998
1161,1161,2020
1162,1162,2020
1163,1163,2021
1164,1164,2020
1165,1165,2021
1166,1166,2021
1167,1167,2021
1168,1168,2021
1169,1169,2021
1170,1170,2021
1171,1171,2021
1172,1172,2021
1173,1173,2021
1174,1174,2021
1175,1175,2013
1176,1176,2020
1177,1177,2020
1178,1178,2020
1179,1179,2010
1180,1180,2021
1181,1181,2021
1182,1182,2021
1183,1183,2020
1184,1184,2021
1185,1185,2020
1186,1186,2021
1187,1187,2021
1188,1188,2021
1189,1189,2021
1190,1190,2020
1191,1191,2014
1192,1192,2020
1193,1193,2020
1194,1194,2017
1195,1195,2021
1196,1196,2021
1197,1197,2014
1198,1198,2021
1199,1199,2012
1200,1200,2021
1201,1201,2021
1202,1202,2021
1203,1203,2016
1204,1204,2020
1205,1205,2021
1206,1206,2021
1207,1207,2020
1208,1208,2015
1209,1209,2020
1210,1210,2021
1211,1211,2015
1212,1212,2021
1213,1213,2021
1214,1214,2020
1215,1215,2010
1216,1216,2013
1217,1217,2021
1218,1218,2021
1219,1219,2016
1220,1220,2021
1221,1221,2020
1222,1222,2020
1223,1223,2021
1224,1224,2021
1225,1225,2021
1226,1226,2021
1227,1227,2021
1228,1228,2021
1229,1229,2015
1230,1230,2021
1231,1231,2021
1232,1232,2021
1233,1233,2020
1234,1234,2021
1235,1235,2021
1236,1236,2021
1237,1237,2020
1238,1238,2021
1239,1239,2013
1240,1240,2013
1241,1241,2021
1242,1242,2021
1243,1243,2014
1244,1244,2020
1245,1245,2021
1246,1246,2019
1247,1247,2009
1248,1248,2021
1249,1249,2021
1250,1250,2021
1251,1251,1990
1252,1252,2018
1253,1253,2019
1254,1254,1988
1255,1255,2011
1256,1256,2006
1257,1257,2011
1258,1258,2021
1259,1259,2016
1260,1260,2021
1261,1261,2006
1262,1262,2021
1263,1263,2015
1264,1264,2011
1265,1265,2021
1266,1266,2008
1267,1267,2014
1268,1268,2019
1269,1269,2021
1270,1270,2018
1271,1271,2018
1272,1272,2021
1273,1273,2020
1274,1274,2021
1275,1275,2021
1276,1276,2019
1277,1277,2021
1278,1278,2021
1279,1279,2020
1280,1280,2021
1281,1281,2021
1282,1282,2020
1283,1283,2013
1284,1284,2016
1285,1285,2021
1286,1286,2020
1287,1287,2021
1288,1288,2018
1289,1289,2020
1290,1290,2021
1291,1291,2020
1292,1292,2017
1293,1293,2021
1294,1294,2021
1295,1295,2019
1296,1296,2021
1297,1297,2018
1298,1298,2021
1299,1299,2021
1300,1300,2021
1301,1301,2021
1302,1302,2021
1303,1303,2018
1304,1304,2021
1305,1305,2002
1306,1306,2020
1307,1307,2017
1308,1308,2021
1309,1309,2018
1310,1310,2021
1311,1311,2021
1312,1312,2020
1313,1313,2021
1314,1314,2005
1315,1315,2021
1316,1316,2019
1317,1317,2021
1318,1318,2021
1319,1319,2021
1320,1320,2019
1321,1321,2016
1322,1322,2018
1323,1323,2020
1324,1324,2012
1325,1325,2021
1326,1326,2021
1327,1327,2008
1328,1328,2021
1329,1329,2021
1330,1330,2019
1331,1331,1945
1332,1332,2008
1333,1333,2016
1334,1334,2020
1335,1335,2020
1336,1336,2017
1337,1337,2017
1338,1338,2021
1339,1339,2021
1340,1340,2020
1341,1341,2021
1342,1342,2021
1343,1343,2021
1344,1344,2020
1345,1345,2021
1346,1346,2020
1347,1347,2020
1348,1348,2021
1349,1349,2012
1350,1350,2018
1351,1351,2020
1352,1352,2021
1353,1353,1997
1354,1354,2019
1355,1355,2018
1356,1356,2018
1357,1357,2019
1358,1358,2010
1359,1359,2008
1360,1360,2020
1361,1361,2019
1362,1362,2015
1363,1363,2019
1364,1364,2005
1365,1365,2019
1366,1366,2020
1367,1367,2018
1368,1368,2021
1369,1369,2021
1370,1370,2021
1371,1371,2021
1372,1372,2021
1373,1373,2021
1374,1374,2021
1375,1375,2021
1376,1376,2020
1377,1377,2018
1378,1378,2021
1379,1379,2018
1380,1380,2021
1381,1381,2019
1382,1382,2019
1383,1383,2021
1384,1384,2021
1385,1385,2019
1386,1386,2020
1387,1387,2010
1388,1388,2021
1389,1389,2020
1390,1390,2020
1391,1391,2020
1392,1392,2021
1393,1393,2020
1394,1394,2021
1395,1395,2021
1396,1396,2013
1397,1397,2016
1398,1398,2020
1399,1399,2018
1400,1400,2021
1401,1401,2021
1402,1402,2021
1403,1403,2020
1404,1404,2016
1405,1405,2021
1406,1406,2014
1407,1407,2019
1408,1408,2020
1409,1409,2020
1410,1410,2021
1411,1411,2021
1412,1412,2021
1413,1413,2011
1414,1414,2020
1415,1415,2017
1416,1416,2021
1417,1417,2019
1418,1418,2021
1419,1419,2020
1420,1420,2021
1421,1421,2011
1422,1422,2005
1423,1423,2005
1424,1424,2021
1425,1425,2021
1426,1426,2003
1427,1427,2021
1428,1428,2018
1429,1429,2021
1430,1430,2021
1431,1431,2021
1432,1432,2021
1433,1433,2020
1434,1434,2016
1435,1435,2020
1436,1436,2021
1437,1437,2021
1438,1438,2020
1439,1439,2021
1440,1440,2021
1441,1441,1999
1442,1442,2020
1443,1443,2019
1444,1444,2012
1445,1445,2020
1446,1446,2014
1447,1447,2009
1448,1448,2021
1449,1449,2021
1450,1450,1987
1451,1451,2020
1452,1452,2013
1453,1453,1997
1454,1454,2009
1455,1455,2021
1456,1456,2007
1457,1457,2017
1458,1458,2017
1459,1459,2011
1460,1460,2021
1461,1461,1988
1462,1462,2020
1463,1463,2014
1464,1464,2019
1465,1465,2013
1466,1466,2021
1467,1467,2011
1468,1468,2021
1469,1469,1993
1470,1470,2017
1471,1471,2020
1472,1472,2014
1473,1473,2020
1474,1474,2020
1475,1475,2019
1476,1476,2020
1477,1477,2019
1478,1478,2020
1479,1479,2020
1480,1480,2018
1481,1481,2020
1482,1482,2020
1483,1483,2020
1484,1484,2020
1485,1485,2011
1486,1486,2020
1487,1487,2019
1488,1488,2020
1489,1489,2020
1490,1490,2020
1491,1491,2020
1492,1492,2020
1493,1493,2019
1494,1494,2020
1495,1495,2019
1496,1496,2018
1497,1497,2019
1498,1498,2012
1499,1499,2020
1500,1500,2020
1501,1501,2020
1502,1502,2020
1503,1503,2020
1504,1504,2020
1505,1505,2020
1506,1506,2016
1507,1507,2020
1508,1508,2010
1509,1509,2020
1510,1510,2018
1511,1511,2019
1512,1512,2020
1513,1513,2012
1514,1514,2019
1515,1515,2020
1516,1516,2020
1517,1517,2020
1518,1518,2020
1519,1519,2006
1520,1520,2020
1521,1521,2004
1522,1522,2009
1523,1523,2020
1524,1524,2018
1525,1525,2019
1526,1526,2017
1527,1527,2020
1528,1528,2020
1529,1529,2019
1530,1530,2020
1531,1531,2019
1532,1532,2020
1533,1533,2020
1534,1534,2012
1535,1535,2020
1536,1536,2016
1537,1537,2013
1538,1538,2011
1539,1539,2011
1540,1540,2016
1541,1541,2020
1542,1542,2020
1543,1543,2014
1544,1544,2018
1545,1545,2020
1546,1546,2020
1547,1547,2011
1548,1548,2006
1549,1549,2019
1550,1550,2020
1551,1551,2021
1552,1552,2020
1553,1553,2020
1554,1554,2020
1555,1555,2018
1556,1556,2020
1557,1557,2020
1558,1558,2020
1559,1559,2020
1560,1560,2020
1561,1561,2020
1562,1562,2020
1563,1563,2020
1564,1564,2020
1565,1565,2016
1566,1566,2013
1567,1567,2019
1568,1568,2019
1569,1569,2013
1570,1570,2019
1571,1571,2020
1572,1572,2020
1573,1573,2020
1574,1574,2020
1575,1575,2020
1576,1576,2020
1577,1577,2020
1578,1578,2019
1579,1579,2020
1580,1580,2020
1581,1581,2020
1582,1582,2016
1583,1583,2018
1584,1584,2020
1585,1585,2020
1586,1586,2020
1587,1587,2020
1588,1588,2020
1589,1589,2020
1590,1590,2020
1591,1591,2020
1592,1592,2020
1593,1593,2020
1594,1594,2020
1595,1595,2020
1596,1596,2020
1597,1597,2020
1598,1598,2019
1599,1599,2018
1600,1600,2020
1601,1601,2020
1602,1602,2013
1603,1603,2020
1604,1604,2020
1605,1605,2020
1606,1606,2020
1607,1607,2020
1608,1608,2014
1609,1609,2020
1610,1610,2009
1611,1611,2014
1612,1612,2014
1613,1613,2014
1614,1614,2018
1615,1615,2012
1616,1616,2006
1617,1617,2020
1618,1618,2015
1619,1619,2017
1620,1620,2018
1621,1621,1990
1622,1622,2006
1623,1623,2010
1624,1624,2006
1625,1625,2018
1626,1626,2018
1627,1627,2020
1628,1628,2018
1629,1629,2020
1630,1630,2020
1631,1631,2018
1632,1632,2019
1633,1633,2020
1634,1634,2020
1635,1635,2020
1636,1636,2020
1637,1637,2020
1638,1638,2020
1639,1639,1999
1640,1640,2020
1641,1641,2020
1642,1642,2020
1643,1643,2020
1644,1644,2018
1645,1645,2020
1646,1646,2020
1647,1647,2017
1648,1648,2020
1649,1649,2020
1650,1650,2020
1651,1651,2020
1652,1652,2020
1653,1653,2020
1654,1654,2015
1655,1655,2020
1656,1656,2020
1657,1657,2020
1658,1658,2020
1659,1659,2020
1660,1660,2020
1661,1661,2017
1662,1662,2018
1663,1663,2020
1664,1664,2013
1665,1665,2019
1666,1666,2020
1667,1667,2020
1668,1668,2019
1669,1669,2020
1670,1670,2020
1671,1671,2020
1672,1672,2020
1673,1673,2004
1674,1674,2011
1675,1675,2010
1676,1676,2015
1677,1677,2010
1678,1678,2016
1679,1679,2011
1680,1680,2016
1681,1681,2020
1682,1682,2018
1683,1683,2009
1684,1684,2020
1685,1685,2020
1686,1686,2020
1687,1687,2020
1688,1688,2020
1689,1689,2016
1690,1690,2017
1691,1691,2017
1692,1692,2013
1693,1693,2019
1694,1694,2013
1695,1695,2018
1696,1696,2021
1697,1697,2014
1698,1698,2020
1699,1699,1954
1700,1700,2019
1701,1701,2019
1702,1702,2020
1703,1703,2020
1704,1704,2020
1705,1705,2020
1706,1706,2020
1707,1707,2008
1708,1708,2020
1709,1709,2018
1710,1710,2013
1711,1711,2020
1712,1712,2020
1713,1713,2019
1714,1714,2008
1715,1715,2020
1716,1716,2020
1717,1717,2020
1718,1718,2020
1719,1719,1979
1720,1720,2020
1721,1721,2006
1722,1722,2020
1723,1723,2020
1724,1724,2018
1725,1725,2020
1726,1726,2020
1727,1727,2020
1728,1728,2019
1729,1729,2016
1730,1730,2018
1731,1731,2020
1732,1732,2019
1733,1733,2020
1734,1734,2020
1735,1735,2012
1736,1736,2020
1737,1737,2020
1738,1738,2018
1739,1739,2018
1740,1740,2020
1741,1741,2020
1742,1742,2020
1743,1743,2020
1744,1744,2016
1745,1745,2020
1746,1746,2020
1747,1747,2018
1748,1748,2019
1749,1749,2019
1750,1750,2002
1751,1751,2020
1752,1752,2020
1753,1753,2018
1754,1754,2019
1755,1755,2018
1756,1756,2019
1757,1757,2018
1758,1758,2020
1759,1759,2019
1760,1760,2019
1761,1761,1989
1762,1762,2018
1763,1763,2018
1764,1764,2016
1765,1765,2018
1766,1766,2020
1767,1767,2012
1768,1768,1994
1769,1769,2018
1770,1770,2020
1771,1771,2017
1772,1772,2018
1773,1773,2019
